"reporting_date","platform","channel_group","total_cost_usd"
"2/16/2017","ios","Facebook DPA",0
"3/30/2017","android","Glispa App Install",229.9
"5/2/2017","ios","UAC App Install",1445.25
"2/14/2017","android","inMobi App Install",71.4
"2/12/2017","android","GDN App Install",0
"4/11/2017","android","GDN App Install",0
"5/22/2017","android","Iron Source App Install",122.4
"5/31/2017","ios","Facebook App Install",0
"3/11/2017","android","Iron Source App Install",651.6
"1/26/2017","ios","UAC App Install",0
"4/12/2017","android","UAC App Install",5609.31
"3/30/2017","ios","Facebook App Install",303.24
"4/19/2017","android","Glispa App Install",0
"5/29/2017","android","Facebook App Install",0
"1/2/2017","android","Facebook App Install",0
"3/5/2017","android","Facebook DPA",0
"4/14/2017","ios","UAC App Install",0
"1/23/2017","android","UAC App Install",3786.6
"5/20/2017","ios","Facebook App Install",140.81
"3/15/2017","android","Instagram App Install",0
"3/4/2017","android","GDN App Install",0
"1/24/2017","ios","Instagram App Install",0
"5/30/2017","ios","Mundomedia App Install",1715.85
"3/25/2017","android","Facebook App Install",0
"5/15/2017","ios","Mundomedia App Install",232.1
"3/22/2017","android","Glispa App Install",0
"5/3/2017","android","Instagram App Install",0
"1/28/2017","ios","inMobi App Install",0
"4/25/2017","ios","Glispa App Install",0
"4/4/2017","ios","Instagram App Install",0
"3/11/2017","ios","Facebook App Install",331.53
"3/16/2017","android","GDN App Install",0
"2/23/2017","ios","Facebook DPA",0
"3/27/2017","ios","Facebook App Install",410.78
"3/5/2017","ios","Mundomedia App Install",0
"3/4/2017","android","inMobi App Install",2653
"2/16/2017","ios","Facebook App Install",123.3
"5/14/2017","ios","inMobi App Install",74.8
"4/3/2017","android","Instagram App Install",0
"1/10/2017","ios","GDN App Install",1.03
"4/17/2017","ios","Instagram App Install",0
"1/4/2017","ios","GDN App Install",1.31
"4/6/2017","android","Facebook App Install",3611.36
"3/22/2017","android","Instagram App Install",0
"4/11/2017","ios","Facebook DPA",0
"5/2/2017","ios","Facebook App Install",227.71
"4/23/2017","android","BBM App Install",459.6
"5/7/2017","android","Instagram App Install",0
"2/24/2017","ios","UAC App Install",0
"4/28/2017","ios","inMobi App Install",0
"4/19/2017","android","UAC App Install",0
"5/6/2017","ios","Facebook DPA",0
"3/16/2017","ios","Facebook DPA",0
"3/11/2017","android","Facebook DPA",0
"5/22/2017","ios","Instagram App Install",0
"4/17/2017","android","UAC App Install",0
"4/22/2017","android","Glispa App Install",1219.9
"4/28/2017","android","Facebook DPA",0
"3/14/2017","android","Glispa App Install",0
"5/25/2017","ios","UAC App Install",0
"5/21/2017","android","Facebook App Install",13873.47
"1/12/2017","ios","GDN App Install",0.52
"3/10/2017","ios","Facebook DPA",0
"5/3/2017","ios","UAC App Install",0
"1/9/2017","android","Iron Source App Install",500.4
"4/7/2017","android","Glispa App Install",0
"2/22/2017","ios","UAC App Install",0
"4/29/2017","android","Facebook App Install",0
"1/11/2017","android","UAC App Install",0
"1/4/2017","ios","Facebook App Install",0
"2/11/2017","android","Iron Source App Install",424.8
"1/18/2017","ios","UAC App Install",0
"5/22/2017","android","Facebook App Install",0
"2/13/2017","ios","Facebook App Install",0
"3/1/2017","ios","inMobi App Install",0
"5/28/2017","android","Facebook DPA",0
"1/23/2017","android","Facebook App Install",3441.28
"4/17/2017","android","Glispa App Install",0
"4/6/2017","android","inMobi App Install",0
"2/25/2017","android","BBM App Install",800.4
"3/27/2017","ios","Facebook DPA",0
"1/6/2017","android","Facebook DPA",0
"3/15/2017","ios","Mundomedia App Install",71.5
"3/29/2017","android","Facebook DPA",0
"2/11/2017","ios","Instagram App Install",0
"1/25/2017","android","GDN App Install",4.32
"4/3/2017","android","Facebook App Install",0
"5/30/2017","android","inMobi App Install",11439.4
"3/11/2017","ios","UAC App Install",0
"4/16/2017","android","Instagram App Install",0
"1/19/2017","ios","Instagram App Install",0
"1/15/2017","android","UAC App Install",0
"5/10/2017","android","UAC App Install",2059.32
"5/21/2017","ios","inMobi App Install",49.3
"2/15/2017","android","UAC App Install",0
"1/6/2017","ios","inMobi App Install",0
"3/18/2017","android","Facebook App Install",0
"3/8/2017","android","Facebook DPA",0
"5/5/2017","android","Facebook App Install",0
"5/21/2017","android","Facebook App Install",0
"4/16/2017","ios","Facebook DPA",0
"4/16/2017","android","Glispa App Install",1091.2
"4/28/2017","ios","Facebook DPA",0
"4/11/2017","ios","Facebook DPA",0
"3/6/2017","android","inMobi App Install",3319.4
"5/23/2017","android","Facebook DPA",0
"5/23/2017","android","Facebook App Install",0
"4/13/2017","ios","UAC App Install",0
"3/21/2017","android","inMobi App Install",0
"3/31/2017","ios","Facebook DPA",0
"4/5/2017","android","BBM App Install",697.2
"4/29/2017","ios","Mundomedia App Install",165
"2/8/2017","android","inMobi App Install",53.2
"3/10/2017","android","Facebook App Install",0
"4/5/2017","ios","UAC App Install",0
"2/15/2017","ios","BBM App Install",25.2
"3/28/2017","android","Facebook DPA",0
"1/4/2017","ios","Instagram App Install",0
"2/18/2017","ios","BBM App Install",40.8
"4/15/2017","android","Facebook DPA",0
"1/19/2017","android","inMobi App Install",281.4
"4/11/2017","ios","Instagram App Install",0
"4/24/2017","ios","UAC App Install",0
"5/28/2017","ios","Facebook App Install",0
"2/21/2017","ios","BBM App Install",49.2
"1/16/2017","android","UAC App Install",0
"2/14/2017","android","UAC App Install",3733.52
"4/12/2017","android","Iron Source App Install",231.3
"3/14/2017","ios","UAC App Install",774.01
"2/24/2017","ios","Facebook App Install",318.39
"1/7/2017","android","Facebook DPA",0
"4/2/2017","ios","UAC App Install",0
"1/26/2017","android","inMobi App Install",158.2
"2/28/2017","android","Iron Source App Install",0
"1/15/2017","ios","Instagram App Install",0
"4/29/2017","ios","UAC App Install",0
"5/12/2017","android","Facebook DPA",0
"3/12/2017","android","Facebook DPA",0
"3/27/2017","ios","UAC App Install",909.76
"1/18/2017","android","Glispa App Install",1227.6
"1/5/2017","ios","UAC App Install",0
"4/3/2017","android","Facebook App Install",0
"5/30/2017","android","UAC App Install",3515.85
"4/12/2017","android","BBM App Install",679.2
"4/5/2017","ios","inMobi App Install",0
"4/19/2017","android","inMobi App Install",292.6
"5/9/2017","android","Glispa App Install",0
"3/29/2017","ios","Instagram App Install",0
"2/11/2017","android","Facebook App Install",0
"5/7/2017","ios","Glispa App Install",0
"2/11/2017","android","Glispa App Install",0
"4/24/2017","android","Facebook DPA",0
"2/2/2017","ios","UAC App Install",750.8
"4/28/2017","android","Facebook DPA",0
"5/27/2017","android","Glispa App Install",0
"2/18/2017","ios","UAC App Install",0
"4/16/2017","ios","Facebook DPA",0
"5/13/2017","ios","Facebook App Install",0
"3/2/2017","ios","UAC App Install",0
"1/10/2017","android","Facebook App Install",0
"1/17/2017","ios","Facebook DPA",0
"2/20/2017","ios","BBM App Install",58.8
"2/26/2017","ios","Facebook DPA",0
"4/19/2017","android","Glispa App Install",0
"2/10/2017","android","Facebook DPA",0
"3/15/2017","android","GDN App Install",0
"1/16/2017","ios","Facebook DPA",0
"2/20/2017","ios","UAC App Install",0
"2/21/2017","android","UAC App Install",0
"5/24/2017","android","Instagram App Install",0
"1/26/2017","ios","UAC App Install",1601.36
"5/2/2017","android","GDN App Install",0
"2/24/2017","android","Facebook App Install",0
"2/13/2017","ios","BBM App Install",34.8
"3/25/2017","ios","inMobi App Install",0
"4/7/2017","android","Facebook App Install",0
"2/14/2017","ios","Facebook DPA",0
"4/13/2017","android","Facebook DPA",0
"4/4/2017","ios","Facebook DPA",0
"5/29/2017","android","Instagram App Install",0
"2/5/2017","android","Instagram App Install",0
"5/26/2017","android","GDN App Install",0
"3/23/2017","ios","Facebook App Install",376.93
"1/9/2017","ios","Facebook DPA",0
"4/9/2017","ios","Instagram App Install",0
"2/4/2017","android","Facebook App Install",0
"2/3/2017","ios","BBM App Install",18
"3/9/2017","android","Facebook DPA",0
"5/25/2017","ios","Instagram App Install",0
"1/11/2017","android","Facebook App Install",0
"3/12/2017","android","UAC App Install",3094.34
"5/29/2017","ios","Facebook App Install",632.61
"5/14/2017","ios","Facebook App Install",0
"5/4/2017","android","UAC App Install",4582.25
"3/11/2017","ios","Facebook App Install",0
"4/18/2017","android","BBM App Install",238.8
"1/16/2017","ios","Instagram App Install",0
"4/30/2017","android","Facebook App Install",0
"3/7/2017","ios","inMobi App Install",0
"4/2/2017","ios","inMobi App Install",0
"5/25/2017","ios","Facebook App Install",2208.29
"5/7/2017","android","inMobi App Install",295.4
"4/30/2017","ios","Mundomedia App Install",171.6
"4/25/2017","android","inMobi App Install",352.8
"1/15/2017","android","inMobi App Install",0
"1/4/2017","android","Instagram App Install",0
"3/31/2017","android","GDN App Install",0
"4/1/2017","android","Facebook DPA",0
"2/9/2017","android","inMobi App Install",0
"3/25/2017","ios","Facebook DPA",0
"3/12/2017","ios","Facebook DPA",0
"2/22/2017","android","Glispa App Install",609.4
"4/7/2017","android","BBM App Install",682.8
"1/19/2017","ios","Facebook App Install",0
"4/1/2017","ios","Facebook DPA",0
"5/17/2017","ios","inMobi App Install",27.2
"2/24/2017","android","UAC App Install",3531.33
"5/3/2017","ios","Facebook DPA",0
"4/24/2017","ios","Facebook App Install",207.29
"4/23/2017","ios","Mundomedia App Install",8.8
"2/28/2017","android","Facebook App Install",0
"4/13/2017","android","Instagram App Install",0
"5/20/2017","ios","inMobi App Install",56.1
"3/20/2017","android","Glispa App Install",1215.5
"5/11/2017","ios","Instagram App Install",0
"3/4/2017","ios","inMobi App Install",0
"2/19/2017","android","Facebook DPA",0
"1/26/2017","ios","BBM App Install",51.6
"4/20/2017","ios","Facebook DPA",0
"1/15/2017","ios","Facebook App Install",137.85
"2/10/2017","android","GDN App Install",0
"4/25/2017","ios","Instagram App Install",0
"4/22/2017","ios","Facebook App Install",0
"3/15/2017","android","UAC App Install",3242.45
"5/18/2017","ios","BBM App Install",10.8
"2/7/2017","android","Glispa App Install",0
"3/29/2017","android","GDN App Install",0
"4/27/2017","ios","inMobi App Install",0
"4/30/2017","ios","Facebook DPA",0
"3/21/2017","android","Facebook DPA",0
"3/24/2017","ios","Instagram App Install",0
"1/7/2017","ios","UAC App Install",0
"3/19/2017","android","Facebook App Install",0
"3/30/2017","android","Facebook DPA",0
"3/12/2017","android","Glispa App Install",1296.9
"5/1/2017","ios","Facebook App Install",149.59
"5/22/2017","ios","Facebook DPA",0
"1/11/2017","android","inMobi App Install",1664.6
"2/26/2017","ios","UAC App Install",830.28
"2/10/2017","ios","UAC App Install",0
"4/1/2017","ios","Facebook DPA",0
"4/24/2017","android","Facebook DPA",0
"2/11/2017","android","UAC App Install",0
"3/2/2017","android","Glispa App Install",0
"5/1/2017","android","Instagram App Install",0
"4/12/2017","android","UAC App Install",0
"3/15/2017","ios","UAC App Install",0
"2/17/2017","ios","Facebook DPA",0
"2/28/2017","android","UAC App Install",0
"5/19/2017","android","inMobi App Install",1981
"3/16/2017","ios","Facebook App Install",0
"5/23/2017","ios","UAC App Install",0
"5/31/2017","android","Iron Source App Install",0
"2/10/2017","ios","inMobi App Install",0
"4/26/2017","android","UAC App Install",0
"5/14/2017","android","BBM App Install",0
"2/8/2017","android","Facebook DPA",0
"1/8/2017","ios","Facebook DPA",0
"3/22/2017","ios","inMobi App Install",0
"5/3/2017","android","BBM App Install",75.6
"2/20/2017","android","UAC App Install",3572.36
"5/6/2017","ios","Facebook DPA",0
"1/7/2017","android","inMobi App Install",0
"2/25/2017","android","UAC App Install",0
"5/16/2017","ios","UAC App Install",0
"3/7/2017","android","Facebook DPA",0
"3/12/2017","android","Instagram App Install",0
"5/31/2017","android","UAC App Install",0
"5/1/2017","ios","Instagram App Install",0
"3/24/2017","android","UAC App Install",3562.54
"2/16/2017","android","Glispa App Install",878.9
"5/15/2017","android","GDN App Install",0
"3/3/2017","android","UAC App Install",2852.68
"2/10/2017","android","BBM App Install",544.8
"4/26/2017","ios","Facebook App Install",0
"1/10/2017","ios","UAC App Install",0
"1/3/2017","android","Facebook App Install",0
"5/25/2017","android","Iron Source App Install",3994.8
"2/21/2017","ios","UAC App Install",884.88
"5/17/2017","android","BBM App Install",595.2
"3/25/2017","android","UAC App Install",0
"4/14/2017","android","Instagram App Install",0
"5/27/2017","android","Facebook DPA",0
"1/26/2017","android","Glispa App Install",850.3
"4/17/2017","android","inMobi App Install",2671.2
"5/21/2017","ios","Instagram App Install",0
"2/9/2017","ios","BBM App Install",21.6
"5/8/2017","android","Iron Source App Install",680.4
"1/27/2017","android","Facebook App Install",3765.86
"1/4/2017","android","Glispa App Install",0
"3/25/2017","android","UAC App Install",0
"2/28/2017","ios","Instagram App Install",0
"1/20/2017","ios","Facebook App Install",0
"2/15/2017","android","Instagram App Install",0
"3/30/2017","android","UAC App Install",0
"1/4/2017","android","UAC App Install",0
"1/30/2017","ios","UAC App Install",0
"3/27/2017","android","UAC App Install",2777.49
"5/23/2017","android","Instagram App Install",0
"4/15/2017","android","Facebook DPA",0
"2/8/2017","android","UAC App Install",4065.71
"3/10/2017","android","Facebook DPA",0
"4/21/2017","android","UAC App Install",0
"1/12/2017","ios","Facebook DPA",0
"3/14/2017","android","Iron Source App Install",665.1
"3/8/2017","android","Instagram App Install",0
"4/17/2017","android","Instagram App Install",0
"2/3/2017","android","Instagram App Install",0
"1/28/2017","android","Facebook App Install",3841.11
"3/24/2017","android","Facebook App Install",0
"5/22/2017","ios","BBM App Install",52.8
"5/21/2017","android","Facebook App Install",0
"5/15/2017","android","inMobi App Install",453.6
"5/30/2017","ios","Facebook DPA",0
"5/24/2017","ios","Glispa App Install",0
"1/9/2017","android","Instagram App Install",0
"5/18/2017","ios","Glispa App Install",0
"4/23/2017","ios","UAC App Install",0
"4/26/2017","ios","Facebook DPA",0
"5/1/2017","android","Instagram App Install",0
"3/4/2017","android","GDN App Install",0
"2/19/2017","android","UAC App Install",0
"3/10/2017","ios","Instagram App Install",0
"5/5/2017","ios","Facebook DPA",0
"5/13/2017","ios","UAC App Install",0
"2/26/2017","android","Instagram App Install",0
"1/15/2017","ios","Facebook DPA",0
"2/2/2017","ios","Instagram App Install",0
"5/28/2017","android","Facebook App Install",3527.03
"4/18/2017","android","UAC App Install",0
"4/13/2017","ios","UAC App Install",0
"1/31/2017","android","UAC App Install",0
"1/15/2017","android","Facebook DPA",0
"2/9/2017","ios","UAC App Install",0
"1/21/2017","ios","GDN App Install",1.15
"3/7/2017","ios","Facebook App Install",0
"2/10/2017","android","Facebook DPA",0
"1/7/2017","android","Facebook DPA",0
"4/19/2017","android","Facebook App Install",0
"5/15/2017","ios","Facebook DPA",0
"3/26/2017","android","UAC App Install",0
"2/24/2017","android","GDN App Install",0
"1/20/2017","android","Glispa App Install",0
"3/19/2017","ios","BBM App Install",36
"5/24/2017","ios","UAC App Install",0
"1/12/2017","ios","UAC App Install",0
"4/4/2017","ios","UAC App Install",0
"3/21/2017","ios","UAC App Install",0
"2/19/2017","ios","Instagram App Install",0
"4/17/2017","android","Glispa App Install",1108.8
"5/7/2017","ios","UAC App Install",0
"4/14/2017","ios","UAC App Install",0
"5/8/2017","android","Facebook DPA",0
"1/5/2017","android","UAC App Install",0
"1/30/2017","ios","BBM App Install",39.6
"5/30/2017","ios","Instagram App Install",0
"4/3/2017","android","Iron Source App Install",815.4
"1/26/2017","ios","Facebook App Install",111.68
"3/31/2017","android","Facebook App Install",0
"3/25/2017","ios","UAC App Install",945.28
"5/20/2017","ios","UAC App Install",0
"3/5/2017","android","UAC App Install",0
"5/2/2017","android","Glispa App Install",0
"2/15/2017","android","UAC App Install",0
"5/1/2017","ios","Glispa App Install",0
"1/22/2017","android","BBM App Install",662.4
"3/20/2017","android","Instagram App Install",0
"1/8/2017","android","UAC App Install",2319.65
"3/31/2017","android","UAC App Install",0
"4/5/2017","android","Instagram App Install",0
"1/3/2017","ios","Instagram App Install",0
"3/9/2017","android","Instagram App Install",0
"1/30/2017","android","UAC App Install",4859.09
"3/1/2017","android","GDN App Install",0
"1/28/2017","android","inMobi App Install",53.2
"5/13/2017","ios","BBM App Install",0
"3/5/2017","ios","Instagram App Install",0
"2/24/2017","android","Facebook DPA",0
"1/30/2017","android","Instagram App Install",0
"5/18/2017","ios","UAC App Install",0
"5/15/2017","android","Facebook App Install",0
"4/29/2017","ios","UAC App Install",1126.05
"5/23/2017","ios","Instagram App Install",0
"1/10/2017","android","Facebook DPA",0
"3/22/2017","android","Glispa App Install",1503.7
"2/17/2017","ios","inMobi App Install",0
"4/13/2017","ios","Facebook App Install",0
"4/16/2017","ios","Mundomedia App Install",29.7
"2/13/2017","ios","UAC App Install",0
"1/23/2017","ios","Instagram App Install",0
"4/10/2017","android","Facebook App Install",0
"5/8/2017","android","UAC App Install",0
"4/13/2017","ios","Mundomedia App Install",39.6
"3/18/2017","ios","UAC App Install",0
"3/2/2017","android","Facebook App Install",0
"5/18/2017","android","Facebook DPA",0
"5/1/2017","android","Facebook DPA",0
"4/22/2017","android","Facebook App Install",0
"2/3/2017","android","Facebook DPA",0
"4/16/2017","android","Instagram App Install",0
"1/6/2017","ios","Facebook App Install",0
"5/4/2017","ios","UAC App Install",0
"1/21/2017","ios","Instagram App Install",0
"5/19/2017","ios","Facebook App Install",0
"3/20/2017","ios","Facebook DPA",0
"3/29/2017","android","inMobi App Install",1664.6
"1/31/2017","android","Facebook DPA",0
"3/4/2017","android","inMobi App Install",57.4
"2/2/2017","android","Instagram App Install",0
"1/23/2017","android","inMobi App Install",1594.6
"1/5/2017","android","inMobi App Install",270.2
"2/28/2017","android","inMobi App Install",5.6
"2/9/2017","android","Instagram App Install",0
"2/14/2017","android","Glispa App Install",0
"3/14/2017","android","Glispa App Install",0
"3/23/2017","android","Facebook DPA",0
"3/21/2017","ios","Facebook App Install",0
"5/5/2017","android","BBM App Install",26.4
"4/1/2017","android","Facebook App Install",4121.33
"4/17/2017","android","Facebook App Install",0
"4/8/2017","android","Glispa App Install",0
"3/24/2017","ios","Facebook DPA",0
"5/31/2017","android","Facebook App Install",0
"3/30/2017","android","Facebook App Install",3876.88
"1/28/2017","android","Facebook App Install",0
"5/24/2017","ios","Facebook DPA",0
"5/6/2017","android","inMobi App Install",257.6
"4/5/2017","android","UAC App Install",4906.09
"2/15/2017","ios","Facebook App Install",0
"2/11/2017","ios","UAC App Install",0
"4/24/2017","ios","Instagram App Install",0
"4/18/2017","android","Iron Source App Install",1185.3
"5/4/2017","ios","Facebook App Install",0
"2/26/2017","android","Facebook DPA",0
"3/25/2017","android","Instagram App Install",0
"2/16/2017","android","Facebook App Install",0
"3/20/2017","android","Facebook DPA",0
"3/2/2017","ios","UAC App Install",0
"2/23/2017","android","Facebook DPA",0
"3/31/2017","android","Facebook App Install",4104.21
"3/3/2017","android","GDN App Install",0
"3/2/2017","android","GDN App Install",0
"4/16/2017","android","GDN App Install",0
"5/7/2017","ios","UAC App Install",0
"4/8/2017","android","inMobi App Install",0
"1/2/2017","android","Facebook App Install",0
"5/18/2017","android","Instagram App Install",0
"2/12/2017","android","BBM App Install",619.2
"1/6/2017","android","Instagram App Install",0
"1/4/2017","android","GDN App Install",0
"1/2/2017","android","Instagram App Install",0
"2/8/2017","android","inMobi App Install",1752.8
"5/30/2017","android","Facebook App Install",3608.53
"4/1/2017","android","Facebook App Install",0
"1/13/2017","android","Facebook App Install",0
"4/15/2017","ios","BBM App Install",32.4
"4/19/2017","ios","Facebook DPA",0
"4/10/2017","android","Facebook App Install",4620.5
"4/18/2017","android","UAC App Install",6986.96
"1/23/2017","android","Glispa App Install",0
"5/12/2017","ios","UAC App Install",0
"3/12/2017","android","UAC App Install",0
"5/10/2017","ios","Facebook DPA",0
"1/6/2017","ios","BBM App Install",97.2
"2/14/2017","android","Facebook DPA",0
"3/14/2017","android","GDN App Install",0
"5/16/2017","android","BBM App Install",52.8
"5/4/2017","android","GDN App Install",0
"4/1/2017","ios","Instagram App Install",0
"5/10/2017","ios","Instagram App Install",0
"2/13/2017","android","Glispa App Install",925.1
"2/6/2017","ios","inMobi App Install",0
"3/5/2017","android","Facebook DPA",0
"3/14/2017","ios","Facebook App Install",273.93
"2/3/2017","ios","Facebook App Install",108.35
"4/15/2017","ios","Facebook App Install",321.15
"2/4/2017","ios","Facebook App Install",0
"1/11/2017","android","Instagram App Install",0
"3/2/2017","android","Iron Source App Install",712.8
"5/3/2017","android","UAC App Install",0
"3/31/2017","android","Facebook DPA",0
"2/11/2017","android","BBM App Install",564
"5/2/2017","android","Facebook App Install",15927.35
"5/26/2017","ios","Instagram App Install",0
"1/10/2017","ios","BBM App Install",90
"1/20/2017","android","UAC App Install",0
"4/17/2017","ios","Facebook App Install",0
"2/7/2017","android","UAC App Install",0
"1/21/2017","ios","inMobi App Install",0
"1/31/2017","android","inMobi App Install",2508.8
"5/14/2017","android","UAC App Install",2329.45
"5/4/2017","android","Glispa App Install",1214.4
"4/27/2017","ios","Facebook DPA",0
"3/30/2017","android","Facebook DPA",0
"2/11/2017","ios","UAC App Install",878.71
"3/7/2017","ios","UAC App Install",0
"4/5/2017","ios","Facebook App Install",0
"3/29/2017","ios","Facebook App Install",0
"1/27/2017","android","Facebook DPA",0
"2/6/2017","android","BBM App Install",686.4
"3/6/2017","android","Glispa App Install",0
"1/17/2017","ios","UAC App Install",0
"5/29/2017","android","Facebook App Install",0
"5/25/2017","ios","Mundomedia App Install",2328.75
"4/28/2017","android","Glispa App Install",0
"5/10/2017","ios","UAC App Install",1296.2
"2/10/2017","ios","BBM App Install",22.8
"4/4/2017","ios","Facebook App Install",0
"3/31/2017","android","inMobi App Install",2346.4
"5/5/2017","ios","UAC App Install",0
"4/20/2017","android","inMobi App Install",2550.8
"2/26/2017","ios","Facebook DPA",0
"1/2/2017","ios","Facebook App Install",191.68
"3/18/2017","android","Facebook DPA",0
"2/4/2017","android","Instagram App Install",0
"5/17/2017","ios","UAC App Install",1767.25
"4/27/2017","ios","UAC App Install",0
"5/24/2017","android","Glispa App Install",0
"5/12/2017","android","Glispa App Install",2609.2
"3/29/2017","android","UAC App Install",0
"5/12/2017","ios","UAC App Install",0
"5/10/2017","android","inMobi App Install",1957.2
"1/26/2017","android","UAC App Install",0
"2/8/2017","ios","Facebook DPA",0
"4/6/2017","ios","UAC App Install",0
"4/3/2017","ios","UAC App Install",0
"5/26/2017","android","UAC App Install",0
"4/1/2017","android","inMobi App Install",0
"1/10/2017","android","BBM App Install",864
"3/17/2017","android","UAC App Install",3359.19
"4/20/2017","ios","UAC App Install",912.97
"4/3/2017","android","Glispa App Install",0
"4/1/2017","ios","UAC App Install",0
"1/2/2017","ios","Instagram App Install",0
"2/22/2017","ios","Glispa App Install",0
"3/20/2017","ios","UAC App Install",0
"1/1/2017","ios","Facebook App Install",0
"2/22/2017","ios","Facebook DPA",0
"1/11/2017","ios","UAC App Install",599.07
"3/1/2017","ios","Instagram App Install",0
"4/4/2017","ios","inMobi App Install",0
"4/21/2017","android","Instagram App Install",0
"3/28/2017","android","inMobi App Install",1990.8
"5/19/2017","android","inMobi App Install",268.8
"4/12/2017","android","Facebook App Install",0
"2/14/2017","android","Facebook App Install",0
"5/12/2017","android","Iron Source App Install",413.1
"4/28/2017","android","UAC App Install",0
"4/1/2017","ios","Facebook App Install",0
"5/31/2017","android","Facebook App Install",3737.75
"4/25/2017","android","Glispa App Install",0
"5/18/2017","android","Instagram App Install",0
"3/2/2017","android","inMobi App Install",0
"2/16/2017","android","Facebook App Install",0
"4/9/2017","android","inMobi App Install",2395.4
"1/19/2017","android","Facebook App Install",2654.16
"1/4/2017","android","UAC App Install",0
"5/24/2017","android","UAC App Install",0
"4/14/2017","ios","UAC App Install",726.32
"5/25/2017","android","Glispa App Install",0
"3/25/2017","android","inMobi App Install",2104.2
"3/17/2017","android","Glispa App Install",0
"5/19/2017","android","UAC App Install",9249.59
"1/9/2017","ios","Facebook DPA",0
"4/8/2017","ios","Facebook App Install",0
"2/8/2017","android","Instagram App Install",0
"4/16/2017","ios","Facebook App Install",339.47
"3/13/2017","ios","UAC App Install",610.65
"1/10/2017","ios","Facebook DPA",0
"5/13/2017","android","Facebook DPA",0
"4/3/2017","android","GDN App Install",0
"1/8/2017","android","Glispa App Install",0
"4/14/2017","android","Facebook App Install",4631.67
"4/22/2017","ios","Facebook App Install",95.64
"5/31/2017","android","Iron Source App Install",6232.6
"3/16/2017","android","UAC App Install",0
"4/8/2017","ios","Facebook DPA",0
"1/1/2017","android","Iron Source App Install",581.4
"1/17/2017","android","inMobi App Install",1593.2
"4/14/2017","android","GDN App Install",0
"5/17/2017","android","Facebook App Install",0
"5/29/2017","android","Glispa App Install",1922.8
"2/11/2017","android","Facebook App Install",0
"1/3/2017","android","inMobi App Install",2429
"2/5/2017","ios","UAC App Install",0
"5/12/2017","android","GDN App Install",0
"5/22/2017","ios","Facebook DPA",0
"5/26/2017","ios","inMobi App Install",44.2
"4/11/2017","android","Facebook DPA",0
"5/7/2017","android","UAC App Install",0
"3/7/2017","android","GDN App Install",0
"4/6/2017","android","UAC App Install",4645.72
"5/4/2017","ios","BBM App Install",8.4
"2/7/2017","ios","UAC App Install",735.88
"4/19/2017","ios","UAC App Install",1280.55
"5/8/2017","ios","Instagram App Install",0
"2/20/2017","android","Facebook App Install",0
"4/3/2017","ios","Facebook DPA",0
"1/29/2017","android","inMobi App Install",2247
"1/20/2017","ios","UAC App Install",0
"1/13/2017","ios","Facebook DPA",0
"1/2/2017","android","UAC App Install",0
"4/18/2017","android","Facebook DPA",0
"3/16/2017","ios","Facebook App Install",291.09
"5/5/2017","ios","Facebook App Install",0
"1/27/2017","android","Facebook DPA",0
"1/12/2017","android","Glispa App Install",0
"4/30/2017","android","Instagram App Install",0
"4/6/2017","android","inMobi App Install",12.6
"3/21/2017","android","UAC App Install",0
"4/27/2017","android","Facebook DPA",0
"1/12/2017","ios","BBM App Install",67.2
"5/11/2017","android","UAC App Install",0
"5/14/2017","ios","Facebook DPA",0
"1/7/2017","android","Instagram App Install",0
"3/26/2017","android","Facebook App Install",0
"1/25/2017","android","Facebook DPA",0
"3/11/2017","ios","UAC App Install",0
"2/21/2017","android","UAC App Install",0
"5/18/2017","ios","Instagram App Install",0
"5/7/2017","ios","Facebook DPA",0
"3/13/2017","ios","Facebook DPA",0
"3/27/2017","ios","Facebook App Install",0
"3/26/2017","android","GDN App Install",0
"4/12/2017","android","Facebook App Install",0
"1/11/2017","android","Facebook App Install",0
"5/16/2017","android","Facebook DPA",0
"4/9/2017","android","inMobi App Install",12.6
"5/4/2017","ios","UAC App Install",0
"4/9/2017","android","UAC App Install",2987.79
"1/13/2017","ios","Facebook DPA",0
"1/18/2017","ios","Instagram App Install",0
"3/10/2017","android","Facebook App Install",0
"4/24/2017","ios","Facebook DPA",0
"3/19/2017","android","Facebook App Install",0
"5/25/2017","ios","UAC App Install",0
"2/5/2017","ios","Facebook App Install",182.13
"4/19/2017","android","Facebook DPA",0
"1/28/2017","ios","Instagram App Install",0
"3/10/2017","android","UAC App Install",0
"1/6/2017","android","Facebook App Install",0
"3/19/2017","android","inMobi App Install",40.6
"1/24/2017","ios","inMobi App Install",0
"4/5/2017","android","Facebook DPA",0
"2/12/2017","ios","Facebook App Install",0
"4/23/2017","android","Glispa App Install",1190.2
"2/6/2017","android","Glispa App Install",0
"2/7/2017","android","UAC App Install",0
"1/25/2017","ios","GDN App Install",0.53
"5/20/2017","android","inMobi App Install",2048.2
"3/4/2017","android","Facebook App Install",0
"5/26/2017","android","BBM App Install",853.2
"2/17/2017","android","inMobi App Install",3143
"4/16/2017","android","UAC App Install",0
"2/13/2017","android","BBM App Install",686.4
"5/11/2017","ios","UAC App Install",1094.62
"4/13/2017","android","Glispa App Install",1554.3
"3/28/2017","ios","UAC App Install",960.86
"2/3/2017","ios","UAC App Install",0
